Accession,Begin,End,Chromosome,Orientation,Name,Symbol,Gene ID,Gene Type,Transcripts accession,Protein accession,Protein length,Locus tag
NC_049901.1,33993402,33995126,1,minus,uncharacterized protein LOC118347720,LOC118347720,118347720,protein-coding,XM_035687813.1,XP_035543706.1,161.0,
NC_049901.1,34001546,34002814,1,minus,uncharacterized protein LOC118348725,LOC118348725,118348725,protein-coding,XM_035690951.1,XP_035546844.1,244.0,
NC_049901.1,34018966,34019943,1,minus,uncharacterized protein LOC109009024,LOC109009024,109009024,protein-coding,XM_018989346.2,XP_018844891.2,325.0,
NC_049901.1,34022741,34026299,1,plus,adipocyte plasma membrane-associated protein-like,LOC109009032,109009032,protein-coding,XM_035687657.1,XP_035543550.1,298.0,
NC_049901.1,34039502,34039992,1,minus,uncharacterized LOC108992703,LOC108992703,108992703,lncRNA,XR_004797972.1,,,
NC_049901.1,34047536,34048631,1,plus,senescence-specific cysteine protease SAG39-like,LOC118343934,118343934,protein-coding,XM_035683193.1,XP_035539086.1,341.0,
NC_049901.1,34061728,34062075,1,plus,uncharacterized protein LOC118348728,LOC118348728,118348728,protein-coding,XM_035690958.1,XP_035546851.1,115.0,
NC_049901.1,34064608,34068859,1,minus,protein STRICTOSIDINE SYNTHASE-LIKE 4-like,LOC109014712,109014712,protein-coding,XM_035687263.1,XP_035543156.1,377.0,
NC_049901.1,34072217,34073124,1,minus,uncharacterized protein LOC118348729,LOC118348729,118348729,protein-coding,XM_035690964.1,XP_035546857.1,231.0,
NC_049901.1,34073787,34073893,1,plus,small nucleolar RNA R71,LOC118344432,118344432,snoRNA,XR_004798205.1,,,
NC_049901.1,34092462,34093181,1,plus,uncharacterized protein LOC109009031,LOC109009031,109009031,protein-coding,XM_018989362.2,XP_018844907.1,130.0,
NC_049901.1,34107539,34109107,1,plus,uncharacterized gene,LOC109009022,109009022,pseudogene,,,,
NC_049901.1,34115850,34122285,1,minus,aldehyde dehydrogenase family 7 member A1 isoform X1,LOC109009030,109009030,protein-coding,XM_018989360.2,XP_018844905.1,509.0,
NC_049901.1,34132454,34135365,1,plus,cation/calcium exchanger 4,LOC109009029,109009029,protein-coding,XM_018989357.2,XP_018844902.1,661.0,
NC_049901.1,34135474,34136892,1,plus,copper transporter 5-like,LOC118348993,118348993,protein-coding,XM_035691788.1,XP_035547681.1,130.0,
NC_049901.1,34153272,34154582,1,minus,protein LURP-one-related 6 isoform X1,LOC109009025,109009025,protein-coding,XM_018989347.2,XP_018844892.1,218.0,
NC_049901.1,34163273,34167103,1,plus,guanine nucleotide-binding protein subunit gamma 3-like isoform X1,LOC109009028,109009028,protein-coding,XM_018989355.2,XP_018844900.1,279.0,
NC_049901.1,34170761,34173824,1,minus,subtilisin-like protease SBT1.8,LOC109009027,109009027,protein-coding,XM_035689374.1,XP_035545267.1,767.0,
NC_049901.1,34205368,34205449,1,plus,tRNA-Ser,TRNAS-GCU,109009034,tRNA,,,,
NC_049901.1,34206126,34210490,1,minus,RING-box protein 1a-like,LOC109009026,109009026,protein-coding,XM_018989351.2,XP_018844896.1,118.0,
NC_049901.1,34273229,34275026,1,plus,trimethyltridecatetraene synthase-like,LOC109008505,109008505,protein-coding,XM_018988615.2,XP_018844160.2,510.0,
NC_049901.1,34308101,34310392,1,minus,serine/threonine-protein kinase RIPK-like,LOC109008510,109008510,protein-coding,XM_018988627.2,XP_018844172.1,459.0,
NC_049901.1,34338892,34339359,1,plus,uncharacterized protein LOC118348734,LOC118348734,118348734,protein-coding,XM_035690973.1,XP_035546866.1,155.0,
NC_049901.1,34355751,34359763,1,plus,thiol protease aleurain-like,LOC109008520,109008520,protein-coding,XM_018988639.2,XP_018844184.1,355.0,
NC_049901.1,34360481,34364032,1,minus,pentatricopeptide repeat-containing protein At2g06000,LOC108999440,108999440,protein-coding,XM_018976333.2,XP_018831878.2,596.0,
NC_049901.1,34367003,34371954,1,minus,tubulin--tyrosine ligase-like protein 12,LOC109008528,109008528,protein-coding,XM_018988651.2,XP_018844196.2,872.0,
NC_049901.1,34376822,34379291,1,plus,uncharacterized protein LOC109008543,LOC109008543,109008543,protein-coding,XM_018988672.2,XP_018844217.2,298.0,
NC_049901.1,34390961,34391881,1,plus,uncharacterized protein LOC118348735,LOC118348735,118348735,protein-coding,XM_035690981.1,XP_035546874.1,306.0,
NC_049901.1,34410926,34411799,1,plus,uncharacterized protein LOC109008202,LOC109008202,109008202,protein-coding,XM_018988218.2,XP_018843763.1,209.0,
NC_049901.1,34433939,34436580,1,plus,uncharacterized protein LOC109008554 isoform X1,LOC109008554,109008554,protein-coding,XM_018988694.2,XP_018844239.2,290.0,
NC_049901.1,34438193,34444228,1,minus,uncharacterized protein LOC109008566,LOC109008566,109008566,protein-coding,XM_018988714.2,XP_018844259.2,923.0,
NC_049901.1,34462839,34462945,1,plus,small nucleolar RNA R71,LOC118344449,118344449,snoRNA,XR_004798236.1,,,
NC_049901.1,34472351,34477332,1,plus,O-fucosyltransferase 35,LOC109008571,109008571,protein-coding,XM_018988728.2,XP_018844273.1,651.0,
NC_049901.1,34484018,34487666,1,minus,MOB kinase activator-like 1B isoform X2,LOC109008577,109008577,protein-coding,XM_018988735.2,XP_018844280.1,215.0,
NC_049901.1,34507667,34508652,1,minus,auxin-binding protein ABP20-like,LOC109008586,109008586,protein-coding,XM_018988749.2,XP_018844294.1,209.0,
NC_049901.1,34535929,34554521,1,plus,uncharacterized protein LOC109008595,LOC109008595,109008595,protein-coding,XM_018988759.2,XP_018844304.2,811.0,
NC_049901.1,34574454,34576426,1,minus,growth-regulating factor 1 isoform X1,LOC109008615,109008615,protein-coding,XM_018988785.2,XP_018844330.2,371.0,
NC_049901.1,34591868,34620701,1,minus,protein CTR9 homolog isoform X2,LOC109008630,109008630,protein-coding,XM_018988802.2,XP_018844347.1,1089.0,
NC_049901.1,34648613,34650879,1,minus,protein FAR-RED IMPAIRED RESPONSE 1-like,LOC109008227,109008227,protein-coding,XM_018988248.1,XP_018843793.1,665.0,
NC_049901.1,34665970,34668438,1,plus,mediator of RNA polymerase II transcription subunit 20a-like,LOC109008653,109008653,protein-coding,XM_018988843.2,XP_018844388.1,222.0,
NC_049901.1,34675767,34679323,1,plus,uncharacterized protein LOC109008667,LOC109008667,109008667,protein-coding,XM_018988859.2,XP_018844404.1,300.0,
NC_049901.1,34679832,34682948,1,minus,cytochrome P450 72A15-like,LOC109008470,109008470,protein-coding,XM_018988571.2,XP_018844116.1,525.0,
NC_049901.1,34699726,34723483,1,plus,probable LRR receptor-like serine/threonine-protein kinase At3g47570,LOC108985618,108985618,protein-coding,XM_018957975.2,XP_018813520.1,1119.0,
NC_049901.1,34799891,34800361,1,plus,uncharacterized mitochondrial protein AtMg00810-like,LOC109008287,109008287,protein-coding,XM_018988318.1,XP_018843863.1,156.0,
NC_049901.1,34803942,34805522,1,plus,transcription factor MYB13-like,LOC109000242,109000242,protein-coding,XM_035689230.1,XP_035545123.1,338.0,
NC_049901.1,34858760,34860479,1,plus,myb-related protein 330-like,LOC109008678,109008678,protein-coding,XM_018988867.2,XP_018844412.2,387.0,
NC_049901.1,34868117,34868637,1,plus,uncharacterized LOC118348209,LOC118348209,118348209,lncRNA,XR_004801313.1,,,
NC_049901.1,34889502,34890038,1,plus,14.7 kDa ribonuclease H-like protein,LOC118348740,118348740,protein-coding,XM_035691014.1,XP_035546907.1,178.0,
NC_049901.1,34907692,34908537,1,minus,uncharacterized protein LOC109018853,LOC109018853,109018853,protein-coding,XM_019001045.1,XP_018856590.1,281.0,
NC_049901.1,34956472,34958210,1,plus,myb-related protein 330-like,LOC109008699,109008699,protein-coding,XM_035689254.1,XP_035545147.1,387.0,
NC_049901.1,35012348,35017008,1,plus,uncharacterized protein LOC109008687 isoform X1,LOC109008687,109008687,protein-coding,XM_018988877.2,XP_018844422.1,415.0,
NC_049901.1,35018830,35022028,1,plus,uncharacterized gene,LOC118348741,118348741,pseudogene,,,,
NC_049901.1,35046869,35047852,1,plus,stress-response A/B barrel domain-containing protein UP3-like,LOC109008720,109008720,protein-coding,XM_018988928.2,XP_018844473.1,272.0,
NC_049901.1,35093663,35095275,1,minus,myb-related protein 330-like,LOC109008728,109008728,protein-coding,XM_035686306.1,XP_035542199.1,368.0,
NC_049901.1,35100139,35102453,1,minus,uncharacterized protein LOC109008303,LOC109008303,109008303,protein-coding,XM_018988348.1,XP_018843893.1,417.0,
NC_049901.1,35109829,35110614,1,plus,uncharacterized mitochondrial protein AtMg00810-like,LOC109008324,109008324,protein-coding,XM_018988383.1,XP_018843928.1,261.0,
NC_049901.1,35116502,35117737,1,minus,uncharacterized protein LOC109008334,LOC109008334,109008334,protein-coding,XM_018988393.1,XP_018843938.1,373.0,
NC_049901.1,35137368,35138171,1,minus,uncharacterized protein LOC109008343,LOC109008343,109008343,protein-coding,XM_018988405.1,XP_018843950.1,267.0,
NC_049901.1,35139852,35139954,1,minus,U6 spliceosomal RNA,LOC118344420,118344420,snRNA,XR_004798194.1,,,
NC_049901.1,35164369,35165884,1,minus,transcription factor MYB1-like,LOC109008735,109008735,protein-coding,XM_018988950.2,XP_018844495.1,313.0,
NC_049901.1,35206763,35208163,1,minus,protein FAR-RED ELONGATED HYPOCOTYL 3-like,LOC109008366,109008366,protein-coding,XM_018988439.1,XP_018843984.1,346.0,
NC_049901.1,35208611,35209546,1,minus,protein FAR1-RELATED SEQUENCE 5-like,LOC109008374,109008374,protein-coding,XM_018988450.1,XP_018843995.1,311.0,
NC_049901.1,35217188,35218087,1,plus,uncharacterized mitochondrial protein AtMg00810-like,LOC109008386,109008386,protein-coding,XM_018988459.1,XP_018844004.1,299.0,
NC_049901.1,35268085,35270469,1,minus,transcription factor MYB1-like,LOC109008746,109008746,protein-coding,XM_018988964.2,XP_018844509.1,311.0,
NC_049901.1,35281456,35283712,1,minus,transcription factor MYB1-like,LOC109008395,109008395,protein-coding,XM_018988471.1,XP_018844016.1,310.0,
NC_049901.1,35390147,35392278,1,minus,uncharacterized gene,LOC118348744,118348744,pseudogene,,,,
NC_049901.1,35396339,35398295,1,plus,protein ELF4-LIKE 4-like,LOC109008753,109008753,protein-coding,XM_018988972.2,XP_018844517.1,114.0,
NC_049901.1,35431380,35432336,1,minus,uncharacterized protein LOC109008421,LOC109008421,109008421,protein-coding,XM_018988505.1,XP_018844050.1,318.0,
NC_049901.1,35446683,35447312,1,plus,uncharacterized protein LOC118348745,LOC118348745,118348745,protein-coding,XM_035691058.1,XP_035546951.1,209.0,
NC_049901.1,35504039,35506674,1,plus,40S ribosomal protein S3-3-like,LOC109008766,109008766,protein-coding,XM_018988990.2,XP_018844535.1,236.0,
NC_049901.1,35513939,35517261,1,plus,replication protein A 70 kDa DNA-binding subunit A,LOC109008783,109008783,protein-coding,XM_018989007.2,XP_018844552.1,623.0,
NC_049901.1,35517515,35518451,1,minus,uncharacterized protein LOC109008787,LOC109008787,109008787,protein-coding,XM_018989021.2,XP_018844566.1,122.0,
NC_049901.1,35518568,35525165,1,minus,mechanosensitive ion channel protein 10-like,LOC109008774,109008774,protein-coding,XM_018988999.2,XP_018844544.2,792.0,
NC_049901.1,35550310,35552058,1,plus,RING-H2 finger protein ATL52-like,LOC109008809,109008809,protein-coding,XM_035682965.1,XP_035538858.1,176.0,
NC_049901.1,35551956,35555335,1,minus,vacuolar protein sorting-associated protein 2 homolog 1-like,LOC109008800,109008800,protein-coding,XM_018989035.2,XP_018844580.1,223.0,
NC_049901.1,35570094,35571560,1,plus,protein BIG GRAIN 1-like A,LOC109008496,109008496,protein-coding,XM_018988602.2,XP_018844147.2,364.0,
NC_049901.1,35599746,35611865,1,plus,phospholipid:diacylglycerol acyltransferase 1-like,LOC109008819,109008819,protein-coding,XM_018989054.2,XP_018844599.1,668.0,
NC_049901.1,35618254,35624384,1,plus,nuclear transcription factor Y subunit A-3-like,LOC109008829,109008829,protein-coding,XM_018989063.2,XP_018844608.1,317.0,
NC_049901.1,35639948,35646600,1,plus,alpha/beta hydrolase domain-containing protein WAV2,LOC109008870,109008870,protein-coding,XM_018989128.2,XP_018844673.1,315.0,
NC_049901.1,35649284,35658579,1,plus,PHD finger protein ALFIN-LIKE 4-like isoform X1,LOC109008877,109008877,protein-coding,XM_018989142.2,XP_018844687.1,254.0,
NC_049901.1,35658646,35662955,1,minus,protein PLASTID MOVEMENT IMPAIRED 1-RELATED 1,LOC109008850,109008850,protein-coding,XM_018989090.2,XP_018844635.2,1141.0,
NC_049901.1,35673387,35708818,1,minus,myosin-17-like isoform X1,LOC109008897,109008897,protein-coding,XM_018989174.2,XP_018844719.2,1531.0,
NC_049901.1,35712090,35715205,1,minus,WD repeat-containing protein VIP3,LOC109008916,109008916,protein-coding,XM_018989205.2,XP_018844750.1,321.0,
NC_049901.1,35734069,35739880,1,plus,UBP1-associated proteins 1C-like,LOC109008925,109008925,protein-coding,XM_018989216.2,XP_018844761.2,323.0,
NC_049901.1,35740171,35744399,1,minus,uncharacterized protein LOC109008928 isoform X1,LOC109008928,109008928,protein-coding,XM_018989230.2,XP_018844775.1,139.0,
NC_049901.1,35758751,35762173,1,plus,pre-mRNA cleavage factor Im 25 kDa subunit 1,LOC109008972,109008972,protein-coding,XM_018989291.2,XP_018844836.1,217.0,
NC_049901.1,35776934,35788742,1,plus,mitogen-activated protein kinase kinase 2,LOC109008993,109008993,protein-coding,XM_018989318.2,XP_018844863.1,354.0,
NC_049901.1,35789132,35792651,1,minus,protein phosphatase 2C 77,LOC109008983,109008983,protein-coding,XM_035686194.1,XP_035542087.1,491.0,
NC_049901.1,35797445,35810591,1,minus,uncharacterized protein LOC109009003 isoform X1,LOC109009003,109009003,protein-coding,XM_018989326.2,XP_018844871.1,1332.0,
NC_049901.1,35841271,35873008,1,minus,serine/threonine-protein kinase tricorner-like isoform X1,LOC109009023,109009023,protein-coding,XM_018989358.2,XP_018844903.1,530.0,
NC_049901.1,35847440,35847568,1,plus,small nucleolar RNA snoR80,LOC118344342,118344342,snoRNA,XR_004798114.1,,,
NC_049901.1,35897452,35899261,1,minus,protein ALP1-like,LOC109009051,109009051,protein-coding,XM_018989390.2,XP_018844935.1,513.0,
NC_049901.1,35914405,35916671,1,plus,uncharacterized protein LOC109009057 isoform X1,LOC109009057,109009057,protein-coding,XM_018989410.2,XP_018844955.1,177.0,
NC_049901.1,35919202,35919798,1,minus,uncharacterized protein LOC109008447,LOC109008447,109008447,protein-coding,XM_018988540.1,XP_018844085.1,198.0,
NC_049901.1,35925895,35929389,1,plus,uncharacterized protein LOC109009074,LOC109009074,109009074,protein-coding,XM_018989418.2,XP_018844963.1,203.0,
NC_049901.1,35930848,35951547,1,minus,U-box domain-containing protein 34-like,LOC109009080,109009080,protein-coding,XM_018989430.2,XP_018844975.1,756.0,
NC_049901.1,35942476,35946978,1,plus,subtilisin-like serine-protease S,LOC109009095,109009095,protein-coding,XM_018989449.2,XP_018844994.1,766.0,
NC_049901.1,35948279,35953601,1,minus,uncharacterized protein LOC109009101,LOC109009101,109009101,protein-coding,XM_035695133.1,XP_035551026.1,144.0,
NC_049901.1,36025760,36037708,1,plus,eukaryotic initiation factor 4A-15-like,LOC109009115,109009115,protein-coding,XM_035691080.1,XP_035546973.1,801.0,
NC_049901.1,36040024,36049531,1,plus,diacylglycerol O-acyltransferase 1-like,LOC109009388,109009388,protein-coding,XM_018989851.2,XP_018845396.1,542.0,
NC_049901.1,36051531,36052430,1,plus,uncharacterized protein LOC109009124,LOC109009124,109009124,protein-coding,XM_018989498.1,XP_018845043.1,134.0,
NC_049901.1,36055101,36066202,1,minus,casein kinase 1-like protein 1,LOC109009397,109009397,protein-coding,XM_018989860.2,XP_018845405.1,467.0,
NC_049901.1,36084603,36088204,1,minus,IQ domain-containing protein IQM1-like,LOC109009409,109009409,protein-coding,XM_018989870.2,XP_018845415.2,506.0,
NC_049901.1,36120177,36124020,1,plus,uncharacterized protein LOC109009420 isoform X1,LOC109009420,109009420,protein-coding,XM_018989878.1,XP_018845423.1,300.0,
NC_049901.1,36128464,36136141,1,plus,BTB/POZ domain and ankyrin repeat-containing protein NPR1,LOC109009438,109009438,protein-coding,XM_018989895.2,XP_018845440.1,591.0,
NC_049901.1,36136856,36139330,1,minus,heat stress transcription factor A-2-like,LOC109009449,109009449,protein-coding,XM_018989905.2,XP_018845450.2,480.0,
NC_049901.1,36168482,36171415,1,plus,BTB/POZ domain and ankyrin repeat-containing protein NPR1-like,LOC109009458,109009458,protein-coding,XM_018989918.2,XP_018845463.1,164.0,
NC_049901.1,36177726,36179111,1,minus,heat shock factor protein HSF30-like,LOC109009313,109009313,protein-coding,XM_018989758.2,XP_018845303.2,346.0,
NC_049901.1,36185871,36189500,1,minus,5'-nucleotidase SurE-like,LOC109009475,109009475,protein-coding,XM_018989949.2,XP_018845494.2,393.0,
NC_049901.1,36191888,36202439,1,minus,zinc finger CCCH domain-containing protein 65,LOC109009464,109009464,protein-coding,XM_018989930.2,XP_018845475.2,977.0,
NC_049901.1,36224271,36229918,1,minus,nucleosome assembly protein 1;2-like,LOC109009484,109009484,protein-coding,XM_018989960.2,XP_018845505.1,372.0,
NC_049901.1,36244860,36249830,1,plus,nucleosome assembly protein 1;2-like,LOC109009493,109009493,protein-coding,XM_018989971.2,XP_018845516.1,371.0,
NC_049901.1,36257495,36270818,1,plus,"DNA repair protein recA homolog 3, mitochondrial-like",LOC109009501,109009501,protein-coding,XM_018989986.2,XP_018845531.1,417.0,
NC_049901.1,36292655,36296384,1,minus,putative transcription factor bHLH041,LOC109009505,109009505,protein-coding,XM_018990000.2,XP_018845545.1,532.0,
NC_049901.1,36343676,36362448,1,plus,uncharacterized protein LOC109009512,LOC109009512,109009512,protein-coding,XM_018990013.2,XP_018845558.1,268.0,
NC_049901.1,36363343,36367419,1,minus,cytokinin dehydrogenase 3-like,LOC109009522,109009522,protein-coding,XM_018990027.2,XP_018845572.1,536.0,
NC_049901.1,36395501,36398600,1,minus,cytokinin dehydrogenase 3-like,LOC109009322,109009322,protein-coding,XM_018989770.2,XP_018845315.1,541.0,
NC_049901.1,36411205,36415259,1,minus,cytokinin dehydrogenase 2-like,LOC109009530,109009530,protein-coding,XM_018990039.2,XP_018845584.1,533.0,
NC_049901.1,36430894,36435425,1,minus,translation machinery-associated protein 22,LOC109009536,109009536,protein-coding,XM_018990051.2,XP_018845596.1,190.0,
NC_049901.1,36444970,36446317,1,plus,LOB domain-containing protein 7-like,LOC109009155,109009155,protein-coding,XM_018989543.2,XP_018845088.1,273.0,
NC_049901.1,36447429,36463660,1,minus,WD-40 repeat-containing protein MSI4-like,LOC109009546,109009546,protein-coding,XM_018990062.2,XP_018845607.1,495.0,
NC_049901.1,36470156,36470878,1,minus,uncharacterized protein LOC109009166,LOC109009166,109009166,protein-coding,XM_018989553.1,XP_018845098.1,240.0,
NC_049901.1,36494914,36505379,1,minus,receptor-like serine/threonine-protein kinase ALE2,LOC109009563,109009563,protein-coding,XM_035688438.1,XP_035544331.1,1276.0,
NC_049901.1,36506564,36514013,1,minus,zinc finger CCCH domain-containing protein 64,LOC109009572,109009572,protein-coding,XM_018990097.2,XP_018845642.1,605.0,
NC_049901.1,36527105,36527782,1,plus,pathogen-associated molecular patterns-induced protein A70-like,LOC109009175,109009175,protein-coding,XM_018989564.1,XP_018845109.1,225.0,
NC_049901.1,36582008,36583200,1,plus,pathogen-associated molecular patterns-induced protein A70-like,LOC118343944,118343944,protein-coding,XM_035683295.1,XP_035539188.1,224.0,
NC_049901.1,36585434,36587161,1,plus,uncharacterized LOC118348413,LOC118348413,118348413,lncRNA,XR_004801520.1,,,
NC_049901.1,36599675,36604892,1,plus,disease resistance protein RUN1-like isoform X1,LOC109009584,109009584,protein-coding,XM_018990119.2,XP_018845664.2,1139.0,
NC_049901.1,36618701,36620039,1,plus,uncharacterized protein LOC118347906,LOC118347906,118347906,protein-coding,XM_035688060.1,XP_035543953.1,211.0,
NC_049901.1,36623209,36623613,1,minus,uncharacterized protein LOC118348759,LOC118348759,118348759,protein-coding,XM_035691121.1,XP_035547014.1,134.0,
NC_049901.1,36658215,36660470,1,plus,probable polyamine oxidase 5 isoform X1,LOC109009595,109009595,protein-coding,XM_018990140.2,XP_018845685.1,570.0,
NC_049901.1,36665725,36674203,1,plus,uncharacterized gene,LOC109009606,109009606,pseudogene,,,,
NC_049901.1,36684965,36689799,1,minus,beta-galactosidase-like,LOC109009612,109009612,protein-coding,XM_018990175.2,XP_018845720.1,735.0,
NC_049901.1,36691883,36695701,1,plus,uncharacterized protein LOC109009622,LOC109009622,109009622,protein-coding,XM_018990208.2,XP_018845753.1,696.0,
NC_049901.1,36695837,36702950,1,minus,beta-galactosidase-like,LOC109009617,109009617,protein-coding,XM_018990190.2,XP_018845735.1,843.0,
NC_049901.1,36726624,36728675,1,plus,GATA transcription factor 21 isoform X1,LOC109009635,109009635,protein-coding,XM_018990215.2,XP_018845760.1,329.0,
NC_049901.1,36778374,36790353,1,plus,uncharacterized protein LOC109009651,LOC109009651,109009651,protein-coding,XM_018990233.2,XP_018845778.1,148.0,
NC_049901.1,36778656,36779599,1,minus,uncharacterized gene,LOC118347717,118347717,pseudogene,,,,
NC_049901.1,36790956,36795845,1,plus,uncharacterized protein LOC109009661 isoform X1,LOC109009661,109009661,protein-coding,XM_018990243.2,XP_018845788.1,631.0,
NC_049901.1,36798853,36808413,1,minus,enhanced ethylene response protein 5,LOC109009715,109009715,protein-coding,XM_018990316.2,XP_018845861.1,415.0,
NC_049901.1,36827130,36829381,1,plus,ectonucleotide pyrophosphatase/phosphodiesterase family member 3,LOC109009725,109009725,protein-coding,XM_018990328.2,XP_018845873.1,497.0,
NC_049901.1,36831783,36840217,1,plus,"thioredoxin-like 2, chloroplastic",LOC109009734,109009734,protein-coding,XM_018990338.2,XP_018845883.1,229.0,
NC_049901.1,36847672,36853002,1,plus,uncharacterized protein At4g29660,LOC109009741,109009741,protein-coding,XM_018990349.2,XP_018845894.1,97.0,
NC_049901.1,36854329,36858827,1,plus,uncharacterized protein LOC109009343,LOC109009343,109009343,protein-coding,XM_018989790.2,XP_018845335.2,102.0,
NC_049901.1,36859124,36860686,1,minus,cytidine deaminase 1-like,LOC109009754,109009754,protein-coding,XM_018990368.2,XP_018845913.1,296.0,
NC_049901.1,36876024,36878646,1,minus,tetraspanin-2,LOC109009763,109009763,protein-coding,XM_018990379.2,XP_018845924.1,269.0,
NC_049901.1,36892274,36894026,1,plus,uncharacterized protein LOC109009777,LOC109009777,109009777,protein-coding,XM_018990395.2,XP_018845940.1,499.0,
NC_049901.1,36902906,36903912,1,minus,protein FAR1-RELATED SEQUENCE 5-like,LOC109009200,109009200,protein-coding,XM_018989597.1,XP_018845142.1,262.0,
NC_049901.1,36912893,36914385,1,minus,transcription factor MYBS3-like,LOC109009824,109009824,protein-coding,XM_018990452.2,XP_018845997.1,292.0,
NC_049901.1,36921946,36925755,1,minus,"probable acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase, mitochondrial",LOC109009805,109009805,protein-coding,XM_018990424.2,XP_018845969.1,338.0,
NC_049901.1,36926985,36932767,1,minus,inactive protein kinase SELMODRAFT_444075-like isoform X1,LOC109009789,109009789,protein-coding,XM_018990406.2,XP_018845951.1,679.0,
NC_049901.1,36943787,36945055,1,plus,uncharacterized protein LOC109009210,LOC109009210,109009210,protein-coding,XM_018989609.2,XP_018845154.2,422.0,
NC_049901.1,36951399,36955802,1,minus,uncharacterized protein LOC118348761,LOC118348761,118348761,protein-coding,XM_035691138.1,XP_035547031.1,1062.0,
NC_049901.1,36966007,36967275,1,plus,uncharacterized protein LOC118348762,LOC118348762,118348762,protein-coding,XM_035691142.1,XP_035547035.1,422.0,
NC_049901.1,36974523,36975872,1,plus,uncharacterized mitochondrial protein AtMg00810-like,LOC109009222,109009222,protein-coding,XM_018989619.1,XP_018845164.1,255.0,
NC_049901.1,36978468,36982196,1,plus,protein EFFECTOR OF TRANSCRIPTION 2-like isoform X1,LOC109009830,109009830,protein-coding,XM_018990465.2,XP_018846010.1,613.0,
NC_049901.1,36986268,36988617,1,plus,uncharacterized protein LOC109009866,LOC109009866,109009866,protein-coding,XM_018990515.2,XP_018846060.1,173.0,
NC_049901.1,36989727,36991109,1,plus,serine acetyltransferase 5,LOC109009875,109009875,protein-coding,XM_018990522.2,XP_018846067.1,291.0,
NC_049901.1,37000441,37006909,1,plus,uncharacterized protein LOC109009883 isoform X1,LOC109009883,109009883,protein-coding,XM_018990548.2,XP_018846093.1,703.0,
NC_049901.1,37007845,37009643,1,plus,"pentatricopeptide repeat-containing protein At2g15690, mitochondrial-like",LOC109009902,109009902,protein-coding,XM_018990568.2,XP_018846113.1,489.0,
NC_049901.1,37009747,37015354,1,minus,mitochondrial carrier protein CoAc2 isoform X1,LOC109009909,109009909,protein-coding,XM_018990580.2,XP_018846125.1,342.0,
NC_049901.1,37018614,37022566,1,minus,protein NDL1-like,LOC109009931,109009931,protein-coding,XM_018990604.2,XP_018846149.1,347.0,
NC_049901.1,37053089,37056268,1,plus,uncharacterized protein LOC109009947,LOC109009947,109009947,protein-coding,XM_018990616.2,XP_018846161.1,304.0,
NC_049901.1,37056517,37061291,1,minus,probable protein arginine N-methyltransferase 1,LOC109009942,109009942,protein-coding,XM_018990613.2,XP_018846158.1,399.0,
NC_049901.1,37072548,37074204,1,plus,1-aminocyclopropane-1-carboxylate synthase 7-like,LOC109009229,109009229,protein-coding,XM_018989632.2,XP_018845177.1,450.0,
NC_049901.1,37077142,37082727,1,plus,uncharacterized protein LOC109009239,LOC109009239,109009239,protein-coding,XM_018989643.1,XP_018845188.1,1019.0,
NC_049901.1,37095454,37101514,1,plus,uncharacterized protein LOC109009954,LOC109009954,109009954,protein-coding,XM_018990629.2,XP_018846174.1,122.0,
NC_049901.1,37100046,37100168,1,plus,uncharacterized gene,LOC118344427,118344427,pseudogene,,,,
NC_049901.1,37104454,37110000,1,plus,uncharacterized protein LOC109009964,LOC109009964,109009964,protein-coding,XM_018990650.2,XP_018846195.1,1107.0,
NC_049901.1,37121460,37122493,1,plus,uncharacterized gene,LOC109009249,109009249,pseudogene,,,,
NC_049901.1,37128608,38000211,1,minus,deoxyhypusine synthase isoform X1,LOC109009972,109009972,protein-coding,XM_018990659.2,XP_018846204.1,367.0,
NC_049901.1,37132128,37139174,1,minus,40S ribosomal protein S15a-5-like,LOC109010002,109010002,protein-coding,XM_035691163.1,XP_035547056.1,141.0,
NC_049901.1,37139432,37141893,1,plus,F-box/LRR-repeat protein At4g29420,LOC109010021,109010021,protein-coding,XM_018990724.2,XP_018846269.1,445.0,
NC_049901.1,37143037,37149267,1,plus,histone acetyltransferase type B catalytic subunit isoform X1,LOC109010028,109010028,protein-coding,XM_018990734.2,XP_018846279.1,465.0,
NC_049901.1,37149493,37153060,1,minus,uncharacterized protein LOC109010043,LOC109010043,109010043,protein-coding,XM_018990752.2,XP_018846297.2,313.0,
NC_049901.1,37160825,37186016,1,plus,zinc protease PQQL-like,LOC109010051,109010051,protein-coding,XM_018990764.2,XP_018846309.1,1009.0,
NC_049901.1,37197891,37200051,1,plus,60S ribosomal protein L31,LOC109010060,109010060,protein-coding,XM_018990775.2,XP_018846320.1,120.0,
NC_049901.1,37210538,37214138,1,minus,"asparagine--tRNA ligase, cytoplasmic 1",LOC109010069,109010069,protein-coding,XM_018990783.2,XP_018846328.1,572.0,
NC_049901.1,37258973,37265435,1,minus,IAA-amino acid hydrolase ILR1-like 4 isoform X1,LOC109010286,109010286,protein-coding,XM_018991067.2,XP_018846612.1,444.0,
NC_049901.1,37280798,37284526,1,plus,vacuolar protein sorting-associated protein 32 homolog 2-like,LOC109010274,109010274,protein-coding,XM_018991053.2,XP_018846598.1,217.0,
