Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_049901.1	8388969	8390709	1	minus	40S ribosomal protein S13-like	LOC108987407	108987407	protein-coding	XM_018960314.2	XP_018815859.1	151	
NC_049901.1	8399072	8403082	1	plus	probable leucine-rich repeat receptor-like protein kinase At5g63930	LOC108987404	108987404	protein-coding	XM_018960310.2	XP_018815855.1	681	
NC_049901.1	8410435	8416363	1	plus	hypersensitive-induced response protein 4	LOC108987405	108987405	protein-coding	XM_018960311.2	XP_018815856.1	291	
NC_049901.1	8425854	8428713	1	minus	uncharacterized protein LOC108987373	LOC108987373	108987373	protein-coding	XM_018960274.2	XP_018815819.2	778	
NC_049901.1	8435973	8441527	1	plus	uncharacterized protein LOC108987375	LOC108987375	108987375	protein-coding	XM_018960276.2	XP_018815821.1	147	
NC_049901.1	8445802	8448151	1	plus	proteoglycan 4-like	LOC108987425	108987425	protein-coding	XM_018960342.2	XP_018815887.2	699	
NC_049901.1	8450884	8452792	1	minus	protein PSK SIMULATOR 1-like	LOC108987376	108987376	protein-coding	XM_018960277.2	XP_018815822.1	469	
NC_049901.1	8462144	8475986	1	minus	uncharacterized gene	LOC108987377	108987377	pseudogene				
NC_049901.1	8491653	8495382	1	plus	protein trichome birefringence-like 18	LOC108998641	108998641	protein-coding	XM_035695565.1	XP_035551458.1	636	
NC_049901.1	8498707	8502210	1	plus	protein FAR1-RELATED SEQUENCE 5-like	LOC108995937	108995937	protein-coding	XM_035689522.1	XP_035545415.1	786	
NC_049901.1	8506408	8512389	1	plus	65-kDa microtubule-associated protein 3-like	LOC108998603	108998603	protein-coding	XM_018975192.2	XP_018830737.1	735	
NC_049901.1	8513387	8518507	1	plus	AT-hook motif nuclear-localized protein 6-like	LOC108998605	108998605	protein-coding	XM_018975198.2	XP_018830743.1	337	
NC_049901.1	8519596	8521203	1	plus	uncharacterized protein LOC108998640	LOC108998640	108998640	protein-coding	XM_018975260.2	XP_018830805.1	316	
NC_049901.1	8521194	8524325	1	minus	probable aminotransferase ACS12	LOC108998639	108998639	protein-coding	XM_018975259.2	XP_018830804.1	532	
NC_049901.1	8529204	8531588	1	plus	uncharacterized protein LOC108998544 isoform X1	LOC108998544	108998544	protein-coding	XM_018975110.2	XP_018830655.1	157	
NC_049901.1	8533533	8541166	1	minus	LRR receptor-like serine/threonine-protein kinase ERL1	LOC108998664	108998664	protein-coding	XM_018975309.2	XP_018830854.1	987	
NC_049901.1	8552469	8556646	1	minus	cysteine and histidine-rich domain-containing protein RAR1	LOC108998661	108998661	protein-coding	XM_018975307.2	XP_018830852.1	229	
NC_049901.1	8557653	8569445	1	minus	K(+) efflux antiporter 5 isoform X1	LOC108998638	108998638	protein-coding	XM_018975253.2	XP_018830798.1	567	
NC_049901.1	8574248	8578470	1	plus	CDGSH iron-sulfur domain-containing protein NEET	LOC108998583	108998583	protein-coding	XM_018975161.2	XP_018830706.1	123	
NC_049901.1	8592498	8594836	1	plus	xyloglucan galactosyltransferase XLT2	LOC108998582	108998582	protein-coding	XM_018975159.2	XP_018830704.1	568	
NC_049901.1	8601632	8603044	1	plus	uncharacterized protein LOC118348263	LOC118348263	118348263	protein-coding	XM_035689529.1	XP_035545422.1	470	
NC_049901.1	8606708	8608256	1	plus	embryo-specific protein ATS3B	LOC108998669	108998669	protein-coding	XM_018975319.2	XP_018830864.1	183	
NC_049901.1	8610882	8617830	1	plus	DEAD-box ATP-dependent RNA helicase 7-like	LOC108998595	108998595	protein-coding	XM_018975179.2	XP_018830724.1	705	
NC_049901.1	8616696	8616814	1	plus	uncharacterized gene	LOC118344334	118344334	pseudogene				
NC_049901.1	8625003	8626290	1	plus	uncharacterized LOC108998538	LOC108998538	108998538	lncRNA	XR_004798065.1			
NC_049901.1	8629712	8633624	1	plus	uncharacterized protein LOC108998648	LOC108998648	108998648	protein-coding	XM_018975274.2	XP_018830819.1	447	
NC_049901.1	8634118	8636602	1	plus	pentatricopeptide repeat-containing protein At5g66520-like	LOC108998509	108998509	protein-coding	XM_035688344.1	XP_035544237.1	559	
NC_049901.1	8660552	8663355	1	plus	subtilisin-like protease SBT1.3	LOC108998610	108998610	protein-coding	XM_018975208.2	XP_018830753.1	775	
NC_049901.1	8671458	8674393	1	plus	receptor-like serine/threonine-protein kinase At4g25390	LOC108998650	108998650	protein-coding	XM_018975276.2	XP_018830821.2	665	
NC_049901.1	8678290	8679821	1	minus	transcription factor bHLH36-like	LOC108998513	108998513	protein-coding	XM_018975074.2	XP_018830619.1	242	
NC_049901.1	8693003	8693467	1	plus	uncharacterized mitochondrial protein AtMg00810-like	LOC108998532	108998532	protein-coding	XM_018975099.1	XP_018830644.1	154	
NC_049901.1	8700560	8701702	1	plus	transcription factor bHLH118-like	LOC108998547	108998547	protein-coding	XM_018975115.2	XP_018830660.1	240	
NC_049901.1	8713092	8714355	1	plus	transcription factor bHLH36-like	LOC108998548	108998548	protein-coding	XM_018975116.2	XP_018830661.1	211	
NC_049901.1	8719480	8721130	1	plus	PTI1-like tyrosine-protein kinase At3g15890	LOC108998531	108998531	protein-coding	XM_018975098.1	XP_018830643.1	370	
NC_049901.1	8759741	8763363	1	plus	uncharacterized protein LOC108998530	LOC108998530	108998530	protein-coding	XM_018975097.2	XP_018830642.1	976	
NC_049901.1	8770594	8772105	1	plus	carboxylesterase 1-like	LOC108998662	108998662	protein-coding	XM_018975308.2	XP_018830853.2	333	
NC_049901.1	8772436	8773702	1	plus	carboxylesterase 1-like	LOC108998505	108998505	protein-coding	XM_018975066.2	XP_018830611.1	321	
NC_049901.1	8787318	8789247	1	minus	gibberellin 20 oxidase 1	LOC108998668	108998668	protein-coding	XM_018975318.2	XP_018830863.1	381	
NC_049901.1	8795823	8806799	1	minus	phosphoglucomutase, chloroplastic	LOC108998598	108998598	protein-coding	XM_035692603.1	XP_035548496.1	639	
NC_049901.1	8815212	8822352	1	plus	agamous-like MADS-box protein MADS3 isoform X1	LOC108998622	108998622	protein-coding	XM_018975224.2	XP_018830769.1	247	
NC_049901.1	8825817	8829710	1	plus	probable fructokinase-7	LOC108998652	108998652	protein-coding	XM_018975283.2	XP_018830828.1	346	
NC_049901.1	8830233	8835321	1	plus	uncharacterized protein LOC108998659	LOC108998659	108998659	protein-coding	XM_018975304.2	XP_018830849.1	245	
NC_049901.1	8847428	8850621	1	minus	uncharacterized protein LOC108998503	LOC108998503	108998503	protein-coding	XM_018975064.2	XP_018830609.1	716	
NC_049901.1	8855735	8881405	1	minus	MADS-box protein AGL42-like	LOC108998644	108998644	protein-coding	XM_018975268.2	XP_018830813.1	207	
NC_049901.1	8893108	8897207	1	plus	uncharacterized protein LOC108998660	LOC108998660	108998660	protein-coding	XM_018975305.2	XP_018830850.1	244	
NC_049901.1	8902090	8907174	1	plus	pentatricopeptide repeat-containing protein At4g38010	LOC108998667	108998667	protein-coding	XM_018975313.2	XP_018830858.1	594	
NC_049901.1	8908086	8910418	1	minus	molybdenum cofactor sulfurase	LOC108998656	108998656	protein-coding	XM_035683604.1	XP_035539497.1	640	
NC_049901.1	8919614	8923001	1	minus	protein HOTHEAD-like	LOC108998512	108998512	protein-coding	XM_018975073.2	XP_018830618.1	576	
NC_049901.1	8926041	8926364	1	minus	uncharacterized protein LOC108998528	LOC108998528	108998528	protein-coding	XM_018975096.1	XP_018830641.1	107	
NC_049901.1	8935724	8938571	1	plus	pentatricopeptide repeat-containing protein At2g22410, mitochondrial-like	LOC108998508	108998508	protein-coding	XM_018975068.2	XP_018830613.1	619	
NC_049901.1	8938974	8941892	1	minus	L-idonate 5-dehydrogenase-like	LOC108998560	108998560	protein-coding	XM_018975124.2	XP_018830669.1	364	
NC_049901.1	8943993	8947618	1	plus	sorbitol dehydrogenase	LOC108998559	108998559	protein-coding	XM_018975123.2	XP_018830668.1	367	
NC_049901.1	8948011	8953591	1	minus	zinc finger CCCH domain-containing protein 48-like	LOC108998558	108998558	protein-coding	XM_018975122.2	XP_018830667.1	426	
NC_049901.1	8955028	8955497	1	minus	uncharacterized gene	LOC108998561	108998561	pseudogene				
NC_049901.1	8959931	8960058	1	plus	small nucleolar RNA snoR80	LOC118344344	118344344	snoRNA	XR_004798116.1			
NC_049901.1	8967082	8971785	1	plus	post-GPI attachment to proteins factor 3-like	LOC108998584	108998584	protein-coding	XM_018975162.2	XP_018830707.1	342	
NC_049901.1	8972346	8973567	1	minus	dehydration-responsive element-binding protein 1D	LOC108998585	108998585	protein-coding	XM_035689005.1	XP_035544898.1	212	
NC_049901.1	8981501	8982751	1	minus	ethylene-responsive transcription factor ERF027-like	LOC108998614	108998614	protein-coding	XM_018975216.2	XP_018830761.1	242	
NC_049901.1	8984528	8992572	1	plus	traB domain-containing protein isoform X2	LOC108998613	108998613	protein-coding	XM_018975213.2	XP_018830758.1	379	
NC_049901.1	8994885	9001484	1	plus	two-component response regulator ORR21-like isoform X2	LOC108998612	108998612	protein-coding	XM_018975211.1	XP_018830756.1	739	
NC_049901.1	9011101	9015820	1	plus	serine/arginine-rich splicing factor RS40-like isoform X1	LOC108998594	108998594	protein-coding	XM_018975176.2	XP_018830721.2	433	
NC_049901.1	9039617	9041485	1	plus	protein DETOXIFICATION 49-like	LOC108998511	108998511	protein-coding	XM_035694789.1	XP_035550682.1	555	
NC_049901.1	9068324	9070887	1	minus	BAG family molecular chaperone regulator 1-like	LOC108998611	108998611	protein-coding	XM_018975210.2	XP_018830755.1	351	
NC_049901.1	9078622	9082230	1	minus	uncharacterized LOC108998550	LOC108998550	108998550	lncRNA	XR_004802570.1			
NC_049901.1	9091324	9099182	1	plus	probable transcriptional regulator SLK2 isoform X1	LOC108998579	108998579	protein-coding	XM_018975149.2	XP_018830694.1	870	
NC_049901.1	9101204	9103149	1	plus	uncharacterized gene	LOC108998537	108998537	pseudogene				
NC_049901.1	9103926	9108250	1	minus	F-box protein At4g00755-like isoform X1	LOC108998608	108998608	protein-coding	XM_018975201.2	XP_018830746.1	357	
NC_049901.1	9112455	9115178	1	minus	F-box protein PP2-A13-like	LOC108998534	108998534	protein-coding	XM_018975101.2	XP_018830646.1	290	
NC_049901.1	9137449	9156730	1	plus	probable methyltransferase PMT16 isoform X3	LOC108998626	108998626	protein-coding	XM_018975232.2	XP_018830777.2	442	
NC_049901.1	9149143	9149944	1	plus	stamen-specific protein FIL1-like	LOC108998628	108998628	protein-coding	XM_018975235.2	XP_018830780.1	100	
NC_049901.1	9159302	9163469	1	plus	protein IQ-DOMAIN 14-like	LOC108998636	108998636	protein-coding	XM_018975251.2	XP_018830796.1	470	
NC_049901.1	9165235	9166210	1	minus	putative non-specific lipid-transfer protein 14	LOC108998672	108998672	protein-coding	XM_018975323.2	XP_018830868.1	123	
NC_049901.1	9166789	9170193	1	minus	RHOMBOID-like protein 2	LOC108998671	108998671	protein-coding	XM_018975322.2	XP_018830867.1	345	
NC_049901.1	9182608	9189129	1	plus	homeobox-leucine zipper protein ROC5 isoform X1	LOC108998658	108998658	protein-coding	XM_018975295.2	XP_018830840.1	813	
NC_049901.1	9196245	9201686	1	plus	E3 ubiquitin-protein ligase XBAT33-like	LOC108998637	108998637	protein-coding	XM_018975252.2	XP_018830797.1	512	
NC_049901.1	9213539	9214759	1	minus	CEN-like protein 1	LOC108998549	108998549	protein-coding	XM_018975117.2	XP_018830662.1	173	
NC_049901.1	9220150	9227305	1	minus	elongation factor Tu-like	LOC108998527	108998527	protein-coding	XM_035689546.1	XP_035545439.1	224	
NC_049901.1	9223804	9223941	1	minus	small nucleolar RNA Z247	LOC118344305	118344305	snoRNA	XR_004798081.1			
NC_049901.1	9235004	9239184	1	plus	leucine-rich repeat receptor protein kinase EMS1-like	LOC108998504	108998504	protein-coding	XM_018975065.2	XP_018830610.2	1295	
NC_049901.1	9246038	9247723	1	minus	heat stress transcription factor B-2b-like	LOC108998591	108998591	protein-coding	XM_018975172.2	XP_018830717.1	300	
NC_049901.1	9253606	9255368	1	minus	uncharacterized protein LOC108998590	LOC108998590	108998590	protein-coding	XM_018975171.2	XP_018830716.1	467	
NC_049901.1	9264524	9266074	1	minus	uncharacterized protein LOC108998592	LOC108998592	108998592	protein-coding	XM_018975174.2	XP_018830719.1	124	
NC_049901.1	9276637	9277332	1	minus	3-hexulose-6-phosphate isomerase	LOC108998526	108998526	protein-coding	XM_035694890.1	XP_035550783.1	194	
NC_049901.1	9278634	9284342	1	minus	protein phosphatase inhibitor 2 isoform X1	LOC108998655	108998655	protein-coding	XM_018975286.2	XP_018830831.1	217	
NC_049901.1	9286400	9297660	1	plus	ADP-ribosylation factor-related protein 1	LOC108998666	108998666	protein-coding	XM_018975311.2	XP_018830856.1	205	
NC_049901.1	9298605	9300352	1	minus	chromosome transmission fidelity protein 8 homolog	LOC108998539	108998539	protein-coding	XM_018975103.2	XP_018830648.1	142	
NC_049901.1	9301272	9306381	1	minus	uncharacterized protein LOC108998599 isoform X1	LOC108998599	108998599	protein-coding	XM_018975182.2	XP_018830727.1	615	
NC_049901.1	9315377	9317669	1	minus	membrane steroid-binding protein 1	LOC108998597	108998597	protein-coding	XM_018975180.2	XP_018830725.1	216	
NC_049901.1	9320132	9326679	1	minus	F-box/LRR-repeat protein At3g48880 isoform X1	LOC108998643	108998643	protein-coding	XM_018975267.2	XP_018830812.1	305	
NC_049901.1	9330351	9330794	1	minus	uncharacterized mitochondrial protein AtMg00860-like	LOC108998525	108998525	protein-coding	XM_018975093.1	XP_018830638.1	147	
NC_049901.1	9333847	9345638	1	minus	DNA mismatch repair protein MSH3	LOC108998607	108998607	protein-coding	XM_018975200.2	XP_018830745.1	1116	
NC_049901.1	9347575	9355480	1	minus	uncharacterized mitochondrial protein AtMg00810-like	LOC118348265	118348265	protein-coding	XM_035689550.1	XP_035545443.1	325	
NC_049901.1	9360988	9363137	1	plus	WD repeat-containing protein RUP2	LOC108998670	108998670	protein-coding	XM_035694950.1	XP_035550843.1	406	
NC_049901.1	9363871	9364447	1	plus	uncharacterized gene	LOC108998524	108998524	pseudogene				
NC_049901.1	9367664	9375227	1	plus	pre-mRNA cleavage factor Im 25 kDa subunit 2	LOC108998645	108998645	protein-coding	XM_035694952.1	XP_035550845.1	200	
NC_049901.1	9382543	9385062	1	plus	transcription factor LAF1-like	LOC108998523	108998523	protein-coding	XM_018975092.2	XP_018830637.1	295	
NC_049901.1	9397606	9400102	1	plus	transcription factor MYB17-like	LOC108998541	108998541	protein-coding	XM_018975106.2	XP_018830651.1	291	
NC_049901.1	9400798	9404338	1	minus	remorin-like	LOC108998646	108998646	protein-coding	XM_018975272.2	XP_018830817.2	260	
NC_049901.1	9415913	9419397	1	minus	transmembrane ascorbate ferrireductase 1	LOC108998649	108998649	protein-coding	XM_018975275.2	XP_018830820.1	230	
NC_049901.1	9425873	9430175	1	plus	interaptin-like isoform X1	LOC108998573	108998573	protein-coding	XM_018975137.2	XP_018830682.1	976	
NC_049901.1	9432949	9436595	1	plus	low-temperature-induced 65 kDa protein-like isoform X1	LOC108998574	108998574	protein-coding	XM_035694961.1	XP_035550854.1	824	
NC_049901.1	9439559	9443470	1	plus	pentatricopeptide repeat-containing protein At1g55630-like isoform X1	LOC108998575	108998575	protein-coding	XM_018975142.2	XP_018830687.2	487	
NC_049901.1	9445996	9447040	1	minus	heavy metal-associated isoprenylated plant protein 39-like isoform X1	LOC108998576	108998576	protein-coding	XM_018975147.2	XP_018830692.1	106	
NC_049901.1	9454027	9455397	1	minus	heavy metal-associated isoprenylated plant protein 31 isoform X1	LOC108998542	108998542	protein-coding	XM_018975107.2	XP_018830652.1	137	
NC_049901.1	9461841	9468208	1	plus	O-glucosyltransferase rumi homolog	LOC108998543	108998543	protein-coding	XM_018975109.2	XP_018830654.2	535	
NC_049901.1	9476943	9481514	1	plus	O-glucosyltransferase rumi homolog	LOC108998620	108998620	protein-coding	XM_018975222.2	XP_018830767.2	538	
NC_049901.1	9482330	9483956	1	minus	actin-depolymerizing factor 7	LOC108998621	108998621	protein-coding	XM_018975223.2	XP_018830768.1	137	
NC_049901.1	9495340	9499253	1	plus	tubulin beta-1 chain	LOC108998602	108998602	protein-coding	XM_018975191.2	XP_018830736.2	447	
NC_049901.1	9499243	9502439	1	minus	oxalate--CoA ligase	LOC108998601	108998601	protein-coding	XM_018975190.2	XP_018830735.1	523	
NC_049901.1	9538033	9539574	1	minus	uncharacterized protein LOC108998533	LOC108998533	108998533	protein-coding	XM_018975100.2	XP_018830645.1	189	
NC_049901.1	9544944	9546246	1	minus	uncharacterized protein LOC108998540	LOC108998540	108998540	protein-coding	XM_018975104.2	XP_018830649.1	184	
NC_049901.1	9580288	9595439	1	plus	DNA-directed RNA polymerase III subunit rpc-3 isoform X1	LOC108998635	108998635	protein-coding	XM_018975247.2	XP_018830792.2	553	
NC_049901.1	9618730	9622008	1	plus	cytokinin hydroxylase-like	LOC108998581	108998581	protein-coding	XM_018975158.2	XP_018830703.1	518	
NC_049901.1	9624932	9665264	1	minus	uncharacterized gene	LOC108998580	108998580	pseudogene				
NC_049901.1	9668964	9674843	1	minus	pectin acetylesterase 9	LOC108998642	108998642	protein-coding	XM_018975266.2	XP_018830811.2	396	
NC_049901.1	9682793	9687011	1	plus	uncharacterized gene	LOC108998514	108998514	pseudogene				
NC_049901.1	9689106	9689732	1	minus	uncharacterized protein LOC108998520	LOC108998520	108998520	protein-coding	XM_018975088.1	XP_018830633.1	208	
NC_049901.1	9690045	9701951	1	plus	cleavage and polyadenylation specificity factor subunit 2	LOC108998624	108998624	protein-coding	XM_018975227.2	XP_018830772.1	740	
NC_049901.1	9703579	9709398	1	plus	uncharacterized protein LOC108998567 isoform X1	LOC108998567	108998567	protein-coding	XM_018975128.2	XP_018830673.1	970	
NC_049901.1	9710089	9715693	1	minus	uncharacterized gene	LOC108998572	108998572	pseudogene				
NC_049901.1	9723487	9728617	1	minus	WAT1-related protein At5g07050-like	LOC108998570	108998570	protein-coding	XM_018975135.2	XP_018830680.2	344	
NC_049901.1	9739935	9746350	1	minus	WAT1-related protein At5g07050-like	LOC108998569	108998569	protein-coding	XM_018975133.2	XP_018830678.1	372	
NC_049901.1	9751211	9756719	1	plus	RCC1 domain-containing protein RUG3, mitochondrial	LOC108998568	108998568	protein-coding	XM_018975132.2	XP_018830677.1	444	
NC_049901.1	9759857	9761688	1	minus	myb family transcription factor IPN2-like isoform X1	LOC108998587	108998587	protein-coding	XM_018975165.2	XP_018830710.1	268	
NC_049901.1	9767193	9769435	1	minus	leucine-rich repeat receptor protein kinase MSP1	LOC108998586	108998586	protein-coding	XM_018975164.2	XP_018830709.1	414	
NC_049901.1	9771054	9775079	1	minus	proteasome subunit alpha type-4-A-like	LOC108998588	108998588	protein-coding	XM_018975168.2	XP_018830713.1	250	
NC_049901.1	9780554	9781188	1	plus	uncharacterized LOC108998546	LOC108998546	108998546	lncRNA	XR_001997346.2			
NC_049901.1	9783986	9785280	1	minus	36.4 kDa proline-rich protein-like	LOC108998625	108998625	protein-coding	XM_018975228.2	XP_018830773.2	219	
NC_049901.1	9797608	9799709	1	minus	pollen-specific leucine-rich repeat extensin-like protein 3	LOC108998510	108998510	protein-coding	XM_018975071.2	XP_018830616.2	303	
NC_049901.1	9801230	9801823	1	plus	uncharacterized protein LOC108998519	LOC108998519	108998519	protein-coding	XM_018975087.2	XP_018830632.2	197	
NC_049901.1	9803216	9804618	1	plus	uncharacterized protein LOC108998555	LOC108998555	108998555	protein-coding	XM_018975120.2	XP_018830665.1	182	
NC_049901.1	9808299	9810053	1	minus	uncharacterized protein LOC108998518	LOC108998518	108998518	protein-coding	XM_018975086.2	XP_018830631.2	584	
NC_049901.1	9810093	9812198	1	minus	anthocyanidin 3-O-glucosyltransferase 2-like	LOC108998553	108998553	protein-coding	XM_018975118.2	XP_018830663.2	480	
NC_049901.1	9820823	9822517	1	minus	uncharacterized gene	LOC108998551	108998551	pseudogene				
NC_049901.1	9841132	9842745	1	minus	anthocyanidin 3-O-glucosyltransferase 2-like	LOC108998554	108998554	protein-coding	XM_035688165.1	XP_035544058.1	479	
NC_049901.1	9855788	9857633	1	minus	UDP-glycosyltransferase 71K1-like	LOC108998665	108998665	protein-coding	XM_018975310.2	XP_018830855.1	473	
NC_049901.1	9862367	9873648	1	minus	anthocyanidin 3-O-glucosyltransferase 2-like isoform X1	LOC108998651	108998651	protein-coding	XM_018975277.2	XP_018830822.2	611	
NC_049901.1	9879973	9880102	1	plus	small nucleolar RNA snoR80	LOC118344346	118344346	snoRNA	XR_004798118.1			
NC_049901.1	9881166	9893451	1	minus	anthocyanidin 3-O-glucosyltransferase 2-like	LOC108998606	108998606	protein-coding	XM_018975199.2	XP_018830744.1	478	
NC_049901.1	9883171	9884521	1	minus	NAC domain-containing protein 48-like	LOC108998507	108998507	protein-coding	XM_035688466.1	XP_035544359.1	74	
NC_049901.1	9891443	9893471	1	minus	anthocyanidin 3-O-glucosyltransferase 2-like	LOC108998593	108998593	protein-coding	XM_035688375.1	XP_035544268.1	478	
NC_049901.1	9901091	9907279	1	plus	pentatricopeptide repeat-containing protein At3g22150, chloroplastic	LOC108998653	108998653	protein-coding	XM_018975284.2	XP_018830829.1	836	
NC_049901.1	9908613	9910810	1	minus	zinc transporter 8-like	LOC108998562	108998562	protein-coding	XM_018975125.2	XP_018830670.2	363	
NC_049901.1	9914906	9919626	1	minus	uncharacterized LOC108998564, transcript variant X6	LOC108998564	108998564	lncRNA	XR_004801169.1			
NC_049901.1	9931980	9936645	1	minus	choline-phosphate cytidylyltransferase 2-like	LOC108998563	108998563	protein-coding	XM_018975127.2	XP_018830672.1	319	
NC_049901.1	9937246	9938305	1	plus	glutathione S-transferase T3-like	LOC108983844	108983844	protein-coding	XM_018955621.2	XP_018811166.2	326	
NC_049901.1	9939800	9941092	1	minus	uncharacterized protein LOC118348271	LOC118348271	118348271	protein-coding	XM_035689573.1	XP_035545466.1	430	
NC_049901.1	9946090	9948238	1	minus	probable pectinesterase 8	LOC108998535	108998535	protein-coding	XM_018975102.2	XP_018830647.1	398	
NC_049901.1	9961930	9963130	1	minus	VQ motif-containing protein 22-like	LOC118348000	118348000	protein-coding	XM_035688728.1	XP_035544621.1	313	
NC_049901.1	9990273	9992367	1	minus	ankyrin repeat-containing protein ITN1-like	LOC109020147	109020147	protein-coding	XM_019002559.2	XP_018858104.2	488	
NC_049901.1	10005289	10005370	1	plus	uncharacterized gene	LOC118344311	118344311	pseudogene				
NC_049901.1	10042449	10043054	1	minus	ankyrin repeat-containing protein At5g02620-like	LOC118348272	118348272	protein-coding	XM_035689581.1	XP_035545474.1	201	
NC_049901.1	10056725	10058630	1	minus	ankyrin repeat-containing protein BDA1-like	LOC108998630	108998630	protein-coding	XM_035683308.1	XP_035539201.1	485	
NC_049901.1	10072832	10074589	1	minus	ankyrin repeat-containing protein NPR4-like	LOC118348273	118348273	protein-coding	XM_035689587.1	XP_035545480.1	340	
NC_049901.1	10086659	10088741	1	minus	ankyrin repeat-containing protein ITN1-like	LOC108998632	108998632	protein-coding	XM_018975242.2	XP_018830787.2	488	
NC_049901.1	10101017	10101098	1	plus	uncharacterized gene	LOC118344310	118344310	pseudogene				
NC_049901.1	10105363	10107870	1	minus	ankyrin repeat-containing protein BDA1-like isoform X1	LOC108981990	108981990	protein-coding	XM_018953252.2	XP_018808797.2	492	
NC_049901.1	10128920	10130940	1	minus	ankyrin repeat-containing protein At5g02620-like	LOC118343954	118343954	protein-coding	XM_035683357.1	XP_035539250.1	484	
NC_049901.1	10169048	10169740	1	minus	VQ motif-containing protein 22-like	LOC108998517	108998517	protein-coding	XM_018975084.1	XP_018830629.1	230	
NC_049901.1	10185636	10186109	1	plus	uncharacterized protein LOC108998516	LOC108998516	108998516	protein-coding	XM_018975083.1	XP_018830628.1	157	
NC_049901.1	10200723	10202711	1	minus	ankyrin repeat-containing protein NPR4-like	LOC108998629	108998629	protein-coding	XM_018975236.2	XP_018830781.1	488	
NC_049901.1	10216152	10216233	1	plus	uncharacterized gene	LOC118344308	118344308	pseudogene				
NC_049901.1	10220607	10223188	1	minus	protein ACCELERATED CELL DEATH 6-like	LOC109021058	109021058	protein-coding	XM_035687478.1	XP_035543371.1	474	
NC_049901.1	10243918	10245480	1	minus	uncharacterized gene	LOC108991088	108991088	pseudogene				
NC_049901.1	10292199	10294175	1	minus	ankyrin repeat-containing protein At5g02620-like	LOC118343938	118343938	protein-coding	XM_035683247.1	XP_035539140.1	485	
NC_049901.1	10314459	10315614	1	minus	uncharacterized protein LOC118348278	LOC118348278	118348278	protein-coding	XM_035689617.1	XP_035545510.1	223	
NC_049901.1	10326553	10328414	1	plus	uncharacterized protein LOC118348279	LOC118348279	118348279	protein-coding	XM_035689626.1	XP_035545519.1	557	
NC_049901.1	10335244	10339509	1	plus	uncharacterized gene	LOC118348280	118348280	pseudogene				
NC_049901.1	10348019	10348606	1	plus	uncharacterized protein LOC109015034	LOC109015034	109015034	protein-coding	XM_018997532.2	XP_018853077.1	104	
NC_049901.1	10351370	10354822	1	minus	probable protein S-acyltransferase 19	LOC108996776	108996776	protein-coding	XM_035689638.1	XP_035545531.1	387	
NC_049901.1	10356877	10358308	1	minus	ubiquitin carboxyl-terminal hydrolase 8-like	LOC118343846	118343846	protein-coding	XM_035683020.1	XP_035538913.1	98	
NC_049901.1	10366782	10368334	1	minus	putative nuclease HARBI1	LOC118348281	118348281	protein-coding	XM_035689642.1	XP_035545535.1	411	
NC_049901.1	10368694	10379705	1	minus	uncharacterized protein LOC118348282	LOC118348282	118348282	protein-coding	XM_035689644.1	XP_035545537.1	1353	
NC_049901.1	10393021	10397384	1	minus	uncharacterized protein LOC118343667	LOC118343667	118343667	protein-coding	XM_035684743.1	XP_035540636.1	280	
NC_049901.1	10481973	10482080	1	plus	small nucleolar RNA R71	LOC118344457	118344457	snoRNA	XR_004798245.1			
NC_049901.1	10493906	10497933	1	minus	wall-associated receptor kinase-like 22	LOC108996119	108996119	protein-coding	XM_035689662.1	XP_035545555.1	691	
NC_049901.1	10505580	10508457	1	minus	protein FAR1-RELATED SEQUENCE 5-like	LOC108996244	108996244	protein-coding	XM_018972010.2	XP_018827555.2	746	
NC_049901.1	10508455	10509855	1	minus	uncharacterized LOC108996210	LOC108996210	108996210	lncRNA	XR_004797637.1			
NC_049901.1	10512115	10533414	1	minus	uncharacterized LOC108996091	LOC108996091	108996091	lncRNA	XR_001996957.2			
NC_049901.1	10534786	10540457	1	minus	putative wall-associated receptor kinase-like 13	LOC108996120	108996120	protein-coding	XM_018971890.1	XP_018827435.1	708	
NC_049901.1	10558686	10560366	1	minus	uncharacterized gene	LOC108996122	108996122	pseudogene				
NC_049901.1	10562636	10567823	1	minus	putative wall-associated receptor kinase-like 13	LOC108996123	108996123	protein-coding	XM_018971891.1	XP_018827436.1	739	
NC_049901.1	10589087	10594762	1	minus	uncharacterized gene	LOC108996124	108996124	pseudogene				
NC_049901.1	10633380	10635854	1	minus	uncharacterized protein LOC108996414	LOC108996414	108996414	protein-coding	XM_018972305.2	XP_018827850.1	68	
NC_049901.1	10644674	10647979	1	plus	protein ABSCISIC ACID-INSENSITIVE 5-like isoform X1	LOC108983852	108983852	protein-coding	XM_018955627.2	XP_018811172.2	444	
NC_049901.1	10648771	10649977	1	minus	uncharacterized gene	LOC118343815	118343815	pseudogene				
NC_049901.1	10663568	10673180	1	plus	myosin-11-like	LOC108996274	108996274	protein-coding	XM_018972061.2	XP_018827606.1	1379	
NC_049901.1	10675379	10677639	1	minus	scarecrow-like protein 23	LOC108996381	108996381	protein-coding	XM_018972251.2	XP_018827796.1	431	
NC_049901.1	10682665	10683412	1	minus	60S ribosomal protein L27	LOC108996394	108996394	protein-coding	XM_018972277.2	XP_018827822.1	135	
